state,county,deaths,cases
Louisiana,St. Bernard,7107,305519
Louisiana,St. Charles,14568,405263
Louisiana,St. Helena,628,76373
Louisiana,St. James,8726,174479
Louisiana,St. John the Baptist,25006,372847
Louisiana,St. Landry,26283,668107
Louisiana,St. Martin,12312,419810
Louisiana,St. Mary,15792,369217
Louisiana,St. Tammany,57613,1507975
Louisiana,Tangipahoa,22587,944784
Louisiana,Tensas,298,29078
Louisiana,Terrebonne,23704,716821
Louisiana,Union,9392,206590
Louisiana,Unknown,28185,250818
Louisiana,Vermilion,9885,367747
Louisiana,Vernon,8508,197219
Louisiana,Washington,14736,346003
Louisiana,Webster,6427,265645
Louisiana,West Baton Rouge,9442,188899
Louisiana,West Carroll,2385,79212
Louisiana,West Feliciana,4667,129457
Louisiana,Winn,3363,131812
Massachusets,Barnstable,39746,516916
Massachusets,Berkshire,13802,233022
Massachusets,Bristol,162484,2987245
Massachusets,Dukes,56,27782
Massachusets,Essex,301285,5645084
Massachusets,Franklin,16279,123002
Massachusets,Hampden,186855,2447214
Massachusets,Hampshire,32365,358802
Massachusets,Middlesex,507847,7884235
Massachusets,Nantucket,243,34418
Massachusets,Norfolk,252637,2957339
Massachusets,Plymouth,182279,2714013
Massachusets,Suffolk,269901,6551555
Massachusets,Unknown,2238,832289
Massachusets,Worcester,254438,4106385
